,Year,Jurisdiction,Health region,Specialty ,Specialty sort,"Physician-to–100,000 population ratio",Number of physicians,Population
90609,2020,N.B.,Zone 4 (Edmundston Area),_Anatomical pathology,60,4,2,"48,028"
90610,2020,N.B.,Zone 4 (Edmundston Area),Surgical specialists,67,27,13,"48,028"
90611,2020,N.B.,Zone 4 (Edmundston Area),_General surgery,69,6,3,"48,028"
90612,2020,N.B.,Zone 4 (Edmundston Area),_Obstetrics and gynecology,74,6,3,"48,028"
90613,2020,N.B.,Zone 4 (Edmundston Area),_Ophthalmology,77,4,2,"48,028"
90614,2020,N.B.,Zone 4 (Edmundston Area),_Orthopedic surgery,78,8,4,"48,028"
90615,2020,N.B.,Zone 4 (Edmundston Area),_Urology,81,2,1,"48,028"
93653,2020,B.C.,Richmond HSDA,All physicians,1,189,409,"216,046"
90617,2020,N.B.,Zone 5 (Campbellton Area),All specialists,2,136,34,"25,086"
90618,2020,N.B.,Zone 5 (Campbellton Area),Family medicine,3,151,38,"25,086"
90619,2020,N.B.,Zone 5 (Campbellton Area),__General practice,4,84,21,"25,086"
90620,2020,N.B.,Zone 5 (Campbellton Area),__Family medicine,6,68,17,"25,086"
90621,2020,N.B.,Zone 5 (Campbellton Area),Medical specialists,7,108,27,"25,086"
90622,2020,N.B.,Zone 5 (Campbellton Area),Clinical specialists,8,96,24,"25,086"
90623,2020,N.B.,Zone 5 (Campbellton Area),_Anesthesiology,9,20,5,"25,086"
90624,2020,N.B.,Zone 5 (Campbellton Area),_Diagnostic radiology,11,8,2,"25,086"
90625,2020,N.B.,Zone 5 (Campbellton Area),_Internal medicine,15,20,5,"25,086"
90626,2020,N.B.,Zone 5 (Campbellton Area),__Critical care medicine,19,4,1,"25,086"
90627,2020,N.B.,Zone 5 (Campbellton Area),__Respirology,30,4,1,"25,086"
90628,2020,N.B.,Zone 5 (Campbellton Area),_Pediatrics,36,8,2,"25,086"
90629,2020,N.B.,Zone 5 (Campbellton Area),_Psychiatry,54,32,8,"25,086"
90630,2020,N.B.,Zone 5 (Campbellton Area),Laboratory specialists,59,12,3,"25,086"
90631,2020,N.B.,Zone 5 (Campbellton Area),_Anatomical pathology,60,4,1,"25,086"
90632,2020,N.B.,Zone 5 (Campbellton Area),_General pathology,61,4,1,"25,086"
90633,2020,N.B.,Zone 5 (Campbellton Area),_Hematological pathology,63,4,1,"25,086"
90634,2020,N.B.,Zone 5 (Campbellton Area),Surgical specialists,67,28,7,"25,086"
90635,2020,N.B.,Zone 5 (Campbellton Area),_General surgery,69,8,2,"25,086"
90636,2020,N.B.,Zone 5 (Campbellton Area),_Obstetrics and gynecology,74,8,2,"25,086"
90637,2020,N.B.,Zone 5 (Campbellton Area),_Ophthalmology,77,4,1,"25,086"
90638,2020,N.B.,Zone 5 (Campbellton Area),_Otolaryngology — Head and neck surgery,79,4,1,"25,086"
90639,2020,N.B.,Zone 5 (Campbellton Area),_Urology,81,4,1,"25,086"
93809,2020,B.C.,South Vancouver Island HSDA,All physicians,1,325,"1,384","425,503"
90641,2020,N.B.,Zone 6 (Bathurst Area),All specialists,2,83,64,"76,712"
90642,2020,N.B.,Zone 6 (Bathurst Area),Family medicine,3,147,113,"76,712"
90643,2020,N.B.,Zone 6 (Bathurst Area),__General practice,4,53,41,"76,712"
90644,2020,N.B.,Zone 6 (Bathurst Area),__Emergency family medicine,5,1,1,"76,712"
90645,2020,N.B.,Zone 6 (Bathurst Area),__Family medicine,6,93,71,"76,712"
90646,2020,N.B.,Zone 6 (Bathurst Area),Medical specialists,7,53,41,"76,712"
90647,2020,N.B.,Zone 6 (Bathurst Area),Clinical specialists,8,51,39,"76,712"
90648,2020,N.B.,Zone 6 (Bathurst Area),_Anesthesiology,9,9,7,"76,712"
90649,2020,N.B.,Zone 6 (Bathurst Area),_Dermatology,10,1,1,"76,712"
90650,2020,N.B.,Zone 6 (Bathurst Area),_Diagnostic radiology,11,8,6,"76,712"
90651,2020,N.B.,Zone 6 (Bathurst Area),_Internal medicine,15,8,6,"76,712"
90652,2020,N.B.,Zone 6 (Bathurst Area),__Cardiology,16,4,3,"76,712"
90653,2020,N.B.,Zone 6 (Bathurst Area),__Nephrology,27,3,2,"76,712"
90654,2020,N.B.,Zone 6 (Bathurst Area),__Rheumatology,31,1,1,"76,712"
90655,2020,N.B.,Zone 6 (Bathurst Area),_Neurology,33,1,1,"76,712"
90656,2020,N.B.,Zone 6 (Bathurst Area),_Nuclear medicine,35,1,1,"76,712"
90657,2020,N.B.,Zone 6 (Bathurst Area),_Pediatrics,36,5,4,"76,712"
90658,2020,N.B.,Zone 6 (Bathurst Area),_Psychiatry,54,8,6,"76,712"
90659,2020,N.B.,Zone 6 (Bathurst Area),_Public health and preventive medicine,57,1,1,"76,712"
90660,2020,N.B.,Zone 6 (Bathurst Area),Laboratory specialists,59,3,2,"76,712"
90661,2020,N.B.,Zone 6 (Bathurst Area),_Anatomical pathology,60,3,2,"76,712"
90662,2020,N.B.,Zone 6 (Bathurst Area),Surgical specialists,67,30,23,"76,712"
90663,2020,N.B.,Zone 6 (Bathurst Area),_General surgery,69,8,6,"76,712"
90664,2020,N.B.,Zone 6 (Bathurst Area),_Obstetrics and gynecology,74,5,4,"76,712"
90665,2020,N.B.,Zone 6 (Bathurst Area),_Ophthalmology,77,4,3,"76,712"
90666,2020,N.B.,Zone 6 (Bathurst Area),_Orthopedic surgery,78,7,5,"76,712"
90667,2020,N.B.,Zone 6 (Bathurst Area),_Plastic surgery,80,4,3,"76,712"
90668,2020,N.B.,Zone 6 (Bathurst Area),_Urology,81,3,2,"76,712"
93469,2020,B.C.,Thompson/Cariboo HSDA,All physicians,1,219,528,"241,294"
90670,2020,N.B.,Zone 7 (Miramichi Zone),All specialists,2,70,31,"44,077"
90671,2020,N.B.,Zone 7 (Miramichi Zone),Family medicine,3,134,59,"44,077"
90672,2020,N.B.,Zone 7 (Miramichi Zone),__General practice,4,91,40,"44,077"
90673,2020,N.B.,Zone 7 (Miramichi Zone),__Emergency family medicine,5,2,1,"44,077"
90674,2020,N.B.,Zone 7 (Miramichi Zone),__Family medicine,6,41,18,"44,077"
90675,2020,N.B.,Zone 7 (Miramichi Zone),Medical specialists,7,41,18,"44,077"
90676,2020,N.B.,Zone 7 (Miramichi Zone),Clinical specialists,8,34,15,"44,077"
90677,2020,N.B.,Zone 7 (Miramichi Zone),_Anesthesiology,9,7,3,"44,077"
90678,2020,N.B.,Zone 7 (Miramichi Zone),_Diagnostic radiology,11,5,2,"44,077"
90679,2020,N.B.,Zone 7 (Miramichi Zone),_Internal medicine,15,11,5,"44,077"
90680,2020,N.B.,Zone 7 (Miramichi Zone),__Respirology,30,2,1,"44,077"
90681,2020,N.B.,Zone 7 (Miramichi Zone),_Pediatrics,36,5,2,"44,077"
90682,2020,N.B.,Zone 7 (Miramichi Zone),_Psychiatry,54,5,2,"44,077"
90683,2020,N.B.,Zone 7 (Miramichi Zone),Laboratory specialists,59,7,3,"44,077"
90684,2020,N.B.,Zone 7 (Miramichi Zone),_Anatomical pathology,60,7,3,"44,077"
90685,2020,N.B.,Zone 7 (Miramichi Zone),Surgical specialists,67,29,13,"44,077"
90686,2020,N.B.,Zone 7 (Miramichi Zone),_General surgery,69,9,4,"44,077"
90687,2020,N.B.,Zone 7 (Miramichi Zone),_Obstetrics and gynecology,74,7,3,"44,077"
90688,2020,N.B.,Zone 7 (Miramichi Zone),_Ophthalmology,77,7,3,"44,077"
90689,2020,N.B.,Zone 7 (Miramichi Zone),_Orthopedic surgery,78,5,2,"44,077"
90690,2020,N.B.,Zone 7 (Miramichi Zone),_Urology,81,2,1,"44,077"
94024,2020,B.C.,Unknown,All physicians,1,,36,
90692,2020,N.B.,Unknown,All specialists,2,,4,
90693,2020,N.B.,Unknown,Family medicine,3,,4,
90694,2020,N.B.,Unknown,__General practice,4,,1,
90695,2020,N.B.,Unknown,__Family medicine,6,,3,
90696,2020,N.B.,Unknown,Medical specialists,7,,4,
90697,2020,N.B.,Unknown,Clinical specialists,8,,3,
90698,2020,N.B.,Unknown,_Anesthesiology,9,,1,
90699,2020,N.B.,Unknown,_Diagnostic radiology,11,,1,
90700,2020,N.B.,Unknown,_Psychiatry,54,,1,
90701,2020,N.B.,Unknown,Laboratory specialists,59,,1,
90702,2020,N.B.,Unknown,_Hematological pathology,63,,1,
93696,2020,B.C.,Vancouver HSDA,All physicians,1,490,"3,509","716,831"
90704,2020,Que.,Que.,All specialists,2,128,"10,940","8,575,944"
90705,2020,Que.,Que.,Family medicine,3,129,"11,098","8,575,944"
90706,2020,Que.,Que.,__General practice,4,70,"5,987","8,575,944"
90707,2020,Que.,Que.,__Emergency family medicine,5,4,366,"8,575,944"
90708,2020,Que.,Que.,__Family medicine,6,55,"4,745","8,575,944"
90709,2020,Que.,Que.,Medical specialists,7,96,"8,234","8,575,944"
90710,2020,Que.,Que.,Clinical specialists,8,90,"7,733","8,575,944"
90711,2020,Que.,Que.,_Anesthesiology,9,9,776,"8,575,944"
90712,2020,Que.,Que.,_Dermatology,10,3,222,"8,575,944"
90713,2020,Que.,Que.,_Diagnostic radiology,11,8,676,"8,575,944"
90714,2020,Que.,Que.,_Emergency medicine,14,2,187,"8,575,944"
90715,2020,Que.,Que.,_Internal medicine,15,9,799,"8,575,944"
90716,2020,Que.,Que.,__Cardiology,16,5,437,"8,575,944"
90717,2020,Que.,Que.,__Clinical immunology and allergy,17,1,49,"8,575,944"
90718,2020,Que.,Que.,__Critical care medicine,19,2,178,"8,575,944"
90719,2020,Que.,Que.,__Endocrinology and metabolism,20,2,159,"8,575,944"
90720,2020,Que.,Que.,__Gastroenterology,21,3,241,"8,575,944"
90721,2020,Que.,Que.,__Geriatric medicine,23,1,97,"8,575,944"
90722,2020,Que.,Que.,__Hematology,24,1,105,"8,575,944"
90723,2020,Que.,Que.,__Infectious diseases,25,1,45,"8,575,944"
90724,2020,Que.,Que.,__Medical oncology,26,2,189,"8,575,944"
90725,2020,Que.,Que.,__Nephrology,27,2,188,"8,575,944"
90726,2020,Que.,Que.,__Occupational medicine,28,0,18,"8,575,944"
90727,2020,Que.,Que.,__Respirology,30,3,238,"8,575,944"
90728,2020,Que.,Que.,__Rheumatology,31,1,126,"8,575,944"
90729,2020,Que.,Que.,_Medical genetics and genomics,32,0,33,"8,575,944"
90730,2020,Que.,Que.,_Neurology,33,3,258,"8,575,944"
90731,2020,Que.,Que.,__Electroencephalography,34,1,47,"8,575,944"
90732,2020,Que.,Que.,_Nuclear medicine,35,1,119,"8,575,944"
90733,2020,Que.,Que.,_Pediatrics,36,7,633,"8,575,944"
90734,2020,Que.,Que.,__Cardiology — Pediatrics,38,0,19,"8,575,944"
90735,2020,Que.,Que.,__Child and adolescent psychiatry — Pediatrics,39,0,1,"8,575,944"
90736,2020,Que.,Que.,__Clinical immunology and allergy — Pediatrics,40,0,23,"8,575,944"
90737,2020,Que.,Que.,__Critical care medicine — Pediatrics,42,0,35,"8,575,944"
90738,2020,Que.,Que.,__Emergency medicine — Pediatrics,44,0,38,"8,575,944"
90739,2020,Que.,Que.,__Endocrinology and metabolism — Pediatrics,45,0,25,"8,575,944"
90740,2020,Que.,Que.,__Gastroenterology — Pediatrics,46,0,13,"8,575,944"
90741,2020,Que.,Que.,__Hematology/oncology — Pediatrics,47,0,26,"8,575,944"
90742,2020,Que.,Que.,__Infectious diseases — Pediatrics,48,0,25,"8,575,944"
90743,2020,Que.,Que.,__Nephrology — Pediatrics,50,0,9,"8,575,944"
90744,2020,Que.,Que.,__Respirology — Pediatrics,51,0,19,"8,575,944"
90745,2020,Que.,Que.,__Rheumatology — Pediatrics,52,0,6,"8,575,944"
90746,2020,Que.,Que.,_Physical medicine and rehabilitation,53,1,97,"8,575,944"
90747,2020,Que.,Que.,_Psychiatry,54,14,"1,241","8,575,944"
90748,2020,Que.,Que.,_Public health and preventive medicine,57,2,196,"8,575,944"
90749,2020,Que.,Que.,_Radiation oncology,58,2,140,"8,575,944"
90750,2020,Que.,Que.,Laboratory specialists,59,6,501,"8,575,944"
90751,2020,Que.,Que.,_Anatomical pathology,60,3,251,"8,575,944"
90752,2020,Que.,Que.,_General pathology,61,0,6,"8,575,944"
90753,2020,Que.,Que.,_Hematological pathology,63,0,4,"8,575,944"
90754,2020,Que.,Que.,_Medical biochemistry,64,1,60,"8,575,944"
90755,2020,Que.,Que.,_Medical microbiology,65,2,177,"8,575,944"
90756,2020,Que.,Que.,_Neuropathology,66,0,3,"8,575,944"
90757,2020,Que.,Que.,Surgical specialists,67,32,"2,703","8,575,944"
90758,2020,Que.,Que.,_Cardiac surgery,68,1,85,"8,575,944"
90759,2020,Que.,Que.,_General surgery,69,6,527,"8,575,944"
90760,2020,Que.,Que.,__General surgical oncology,71,0,28,"8,575,944"
90761,2020,Que.,Que.,__Pediatric surgery,72,0,16,"8,575,944"
90762,2020,Que.,Que.,_Neurosurgery,73,1,96,"8,575,944"
90763,2020,Que.,Que.,_Obstetrics and gynecology,74,6,534,"8,575,944"
90764,2020,Que.,Que.,__Gynecological oncology,75,0,19,"8,575,944"
90765,2020,Que.,Que.,_Ophthalmology,77,4,362,"8,575,944"
90766,2020,Que.,Que.,_Orthopedic surgery,78,5,419,"8,575,944"
90767,2020,Que.,Que.,_Otolaryngology — Head and neck surgery,79,3,235,"8,575,944"
90768,2020,Que.,Que.,_Plastic surgery,80,2,145,"8,575,944"
90769,2020,Que.,Que.,_Urology,81,2,191,"8,575,944"
90770,2020,Que.,Que.,_Vascular surgery,82,1,46,"8,575,944"
90771,2020,Que.,Que.,Medical scientists,83,0,3,"8,575,944"
89804,2020,Canada,Canada,All physicians,1,242,"92,173","38,048,738"
90773,2020,Que.,Bas-Saint-Laurent,All specialists,2,119,236,"197,987"
90774,2020,Que.,Bas-Saint-Laurent,Family medicine,3,156,309,"197,987"
90775,2020,Que.,Bas-Saint-Laurent,__General practice,4,96,190,"197,987"
90776,2020,Que.,Bas-Saint-Laurent,__Emergency family medicine,5,2,4,"197,987"
90777,2020,Que.,Bas-Saint-Laurent,__Family medicine,6,58,115,"197,987"
90778,2020,Que.,Bas-Saint-Laurent,Medical specialists,7,83,165,"197,987"
90779,2020,Que.,Bas-Saint-Laurent,Clinical specialists,8,75,149,"197,987"
90780,2020,Que.,Bas-Saint-Laurent,_Anesthesiology,9,8,15,"197,987"
90781,2020,Que.,Bas-Saint-Laurent,_Dermatology,10,2,3,"197,987"
90782,2020,Que.,Bas-Saint-Laurent,_Diagnostic radiology,11,6,12,"197,987"
90783,2020,Que.,Bas-Saint-Laurent,_Emergency medicine,14,1,1,"197,987"
90784,2020,Que.,Bas-Saint-Laurent,_Internal medicine,15,12,24,"197,987"
90785,2020,Que.,Bas-Saint-Laurent,__Cardiology,16,3,5,"197,987"
90786,2020,Que.,Bas-Saint-Laurent,__Endocrinology and metabolism,20,2,4,"197,987"
90787,2020,Que.,Bas-Saint-Laurent,__Gastroenterology,21,2,4,"197,987"
90788,2020,Que.,Bas-Saint-Laurent,__Geriatric medicine,23,2,3,"197,987"
90789,2020,Que.,Bas-Saint-Laurent,__Hematology,24,1,2,"197,987"
90790,2020,Que.,Bas-Saint-Laurent,__Medical oncology,26,3,6,"197,987"
90791,2020,Que.,Bas-Saint-Laurent,__Nephrology,27,2,3,"197,987"
90792,2020,Que.,Bas-Saint-Laurent,__Respirology,30,2,3,"197,987"
90793,2020,Que.,Bas-Saint-Laurent,__Rheumatology,31,1,2,"197,987"
90794,2020,Que.,Bas-Saint-Laurent,_Neurology,33,2,3,"197,987"
90795,2020,Que.,Bas-Saint-Laurent,__Electroencephalography,34,1,2,"197,987"
90796,2020,Que.,Bas-Saint-Laurent,_Nuclear medicine,35,2,3,"197,987"
90797,2020,Que.,Bas-Saint-Laurent,_Pediatrics,36,9,17,"197,987"
90798,2020,Que.,Bas-Saint-Laurent,_Physical medicine and rehabilitation,53,1,2,"197,987"
90799,2020,Que.,Bas-Saint-Laurent,_Psychiatry,54,13,25,"197,987"
90800,2020,Que.,Bas-Saint-Laurent,_Public health and preventive medicine,57,3,6,"197,987"
90801,2020,Que.,Bas-Saint-Laurent,_Radiation oncology,58,2,4,"197,987"
90802,2020,Que.,Bas-Saint-Laurent,Laboratory specialists,59,8,16,"197,987"
90803,2020,Que.,Bas-Saint-Laurent,_Anatomical pathology,60,4,8,"197,987"
90804,2020,Que.,Bas-Saint-Laurent,_Medical biochemistry,64,1,1,"197,987"
90805,2020,Que.,Bas-Saint-Laurent,_Medical microbiology,65,4,7,"197,987"
90806,2020,Que.,Bas-Saint-Laurent,Surgical specialists,67,36,71,"197,987"
90807,2020,Que.,Bas-Saint-Laurent,_General surgery,69,12,24,"197,987"
90808,2020,Que.,Bas-Saint-Laurent,_Obstetrics and gynecology,74,8,15,"197,987"
90809,2020,Que.,Bas-Saint-Laurent,_Ophthalmology,77,4,8,"197,987"
90810,2020,Que.,Bas-Saint-Laurent,_Orthopedic surgery,78,7,14,"197,987"
90811,2020,Que.,Bas-Saint-Laurent,_Otolaryngology — Head and neck surgery,79,1,2,"197,987"
90812,2020,Que.,Bas-Saint-Laurent,_Plastic surgery,80,1,1,"197,987"
90813,2020,Que.,Bas-Saint-Laurent,_Urology,81,4,7,"197,987"
92575,2020,Man.,Interlake–Eastern Regional Health Authority,All physicians,1,92,125,"135,603"
90815,2020,Que.,Saguenay–Lac-Saint-Jean,All specialists,2,114,319,"278,971"
90816,2020,Que.,Saguenay–Lac-Saint-Jean,Family medicine,3,151,421,"278,971"
90817,2020,Que.,Saguenay–Lac-Saint-Jean,__General practice,4,84,233,"278,971"
90818,2020,Que.,Saguenay–Lac-Saint-Jean,__Emergency family medicine,5,7,19,"278,971"
90819,2020,Que.,Saguenay–Lac-Saint-Jean,__Family medicine,6,61,169,"278,971"
90820,2020,Que.,Saguenay–Lac-Saint-Jean,Medical specialists,7,78,218,"278,971"
90821,2020,Que.,Saguenay–Lac-Saint-Jean,Clinical specialists,8,73,203,"278,971"
90822,2020,Que.,Saguenay–Lac-Saint-Jean,_Anesthesiology,9,11,31,"278,971"
90823,2020,Que.,Saguenay–Lac-Saint-Jean,_Dermatology,10,1,4,"278,971"
90824,2020,Que.,Saguenay–Lac-Saint-Jean,_Diagnostic radiology,11,7,19,"278,971"
90825,2020,Que.,Saguenay–Lac-Saint-Jean,_Emergency medicine,14,2,6,"278,971"
90826,2020,Que.,Saguenay–Lac-Saint-Jean,_Internal medicine,15,10,28,"278,971"
90827,2020,Que.,Saguenay–Lac-Saint-Jean,__Cardiology,16,3,9,"278,971"
90828,2020,Que.,Saguenay–Lac-Saint-Jean,__Critical care medicine,19,2,6,"278,971"
90829,2020,Que.,Saguenay–Lac-Saint-Jean,__Endocrinology and metabolism,20,1,3,"278,971"
90830,2020,Que.,Saguenay–Lac-Saint-Jean,__Gastroenterology,21,1,2,"278,971"
90831,2020,Que.,Saguenay–Lac-Saint-Jean,__Geriatric medicine,23,1,2,"278,971"
90832,2020,Que.,Saguenay–Lac-Saint-Jean,__Hematology,24,0,1,"278,971"
90833,2020,Que.,Saguenay–Lac-Saint-Jean,__Infectious diseases,25,0,1,"278,971"
90834,2020,Que.,Saguenay–Lac-Saint-Jean,__Medical oncology,26,2,5,"278,971"
90835,2020,Que.,Saguenay–Lac-Saint-Jean,__Nephrology,27,2,5,"278,971"
90836,2020,Que.,Saguenay–Lac-Saint-Jean,__Occupational medicine,28,0,1,"278,971"
90837,2020,Que.,Saguenay–Lac-Saint-Jean,__Respirology,30,3,9,"278,971"
90838,2020,Que.,Saguenay–Lac-Saint-Jean,__Rheumatology,31,1,3,"278,971"
90839,2020,Que.,Saguenay–Lac-Saint-Jean,_Neurology,33,3,9,"278,971"
90840,2020,Que.,Saguenay–Lac-Saint-Jean,__Electroencephalography,34,0,1,"278,971"
90841,2020,Que.,Saguenay–Lac-Saint-Jean,_Nuclear medicine,35,2,6,"278,971"
90842,2020,Que.,Saguenay–Lac-Saint-Jean,_Pediatrics,36,8,21,"278,971"
90843,2020,Que.,Saguenay–Lac-Saint-Jean,_Psychiatry,54,9,26,"278,971"
90844,2020,Que.,Saguenay–Lac-Saint-Jean,_Public health and preventive medicine,57,0,1,"278,971"
90845,2020,Que.,Saguenay–Lac-Saint-Jean,_Radiation oncology,58,1,4,"278,971"
90846,2020,Que.,Saguenay–Lac-Saint-Jean,Laboratory specialists,59,5,15,"278,971"
90847,2020,Que.,Saguenay–Lac-Saint-Jean,_Anatomical pathology,60,2,6,"278,971"
90848,2020,Que.,Saguenay–Lac-Saint-Jean,_General pathology,61,0,1,"278,971"
90849,2020,Que.,Saguenay–Lac-Saint-Jean,_Medical biochemistry,64,0,1,"278,971"
90850,2020,Que.,Saguenay–Lac-Saint-Jean,_Medical microbiology,65,3,7,"278,971"
90851,2020,Que.,Saguenay–Lac-Saint-Jean,Surgical specialists,67,36,101,"278,971"
90852,2020,Que.,Saguenay–Lac-Saint-Jean,_Cardiac surgery,68,1,3,"278,971"
90853,2020,Que.,Saguenay–Lac-Saint-Jean,_General surgery,69,9,25,"278,971"
90854,2020,Que.,Saguenay–Lac-Saint-Jean,_Neurosurgery,73,1,4,"278,971"
90855,2020,Que.,Saguenay–Lac-Saint-Jean,_Obstetrics and gynecology,74,7,20,"278,971"
90856,2020,Que.,Saguenay–Lac-Saint-Jean,_Ophthalmology,77,3,9,"278,971"
90857,2020,Que.,Saguenay–Lac-Saint-Jean,_Orthopedic surgery,78,7,19,"278,971"
90858,2020,Que.,Saguenay–Lac-Saint-Jean,_Otolaryngology — Head and neck surgery,79,3,8,"278,971"
90859,2020,Que.,Saguenay–Lac-Saint-Jean,_Plastic surgery,80,1,3,"278,971"
90860,2020,Que.,Saguenay–Lac-Saint-Jean,_Urology,81,3,9,"278,971"
90861,2020,Que.,Saguenay–Lac-Saint-Jean,_Vascular surgery,82,0,1,"278,971"
92415,2020,Man.,Man.,All physicians,1,216,"2,987","1,380,935"
90863,2020,Que.,Capitale-Nationale,All specialists,2,184,"1,394","757,065"
90864,2020,Que.,Capitale-Nationale,Family medicine,3,156,"1,183","757,065"
90865,2020,Que.,Capitale-Nationale,__General practice,4,89,673,"757,065"
90866,2020,Que.,Capitale-Nationale,__Emergency family medicine,5,7,51,"757,065"
90867,2020,Que.,Capitale-Nationale,__Family medicine,6,61,459,"757,065"
90868,2020,Que.,Capitale-Nationale,Medical specialists,7,142,"1,074","757,065"
90869,2020,Que.,Capitale-Nationale,Clinical specialists,8,131,989,"757,065"
90870,2020,Que.,Capitale-Nationale,_Anesthesiology,9,14,107,"757,065"
90871,2020,Que.,Capitale-Nationale,_Dermatology,10,4,32,"757,065"
90872,2020,Que.,Capitale-Nationale,_Diagnostic radiology,11,12,91,"757,065"
90873,2020,Que.,Capitale-Nationale,_Emergency medicine,14,4,34,"757,065"
90874,2020,Que.,Capitale-Nationale,_Internal medicine,15,9,68,"757,065"
90875,2020,Que.,Capitale-Nationale,__Cardiology,16,10,74,"757,065"
90876,2020,Que.,Capitale-Nationale,__Clinical immunology and allergy,17,1,6,"757,065"
90877,2020,Que.,Capitale-Nationale,__Critical care medicine,19,5,35,"757,065"
90878,2020,Que.,Capitale-Nationale,__Endocrinology and metabolism,20,2,17,"757,065"
90879,2020,Que.,Capitale-Nationale,__Gastroenterology,21,3,26,"757,065"
90880,2020,Que.,Capitale-Nationale,__Geriatric medicine,23,2,18,"757,065"
90881,2020,Que.,Capitale-Nationale,__Hematology,24,1,9,"757,065"
90882,2020,Que.,Capitale-Nationale,__Infectious diseases,25,1,4,"757,065"
90883,2020,Que.,Capitale-Nationale,__Medical oncology,26,2,16,"757,065"
90884,2020,Que.,Capitale-Nationale,__Nephrology,27,2,18,"757,065"
90885,2020,Que.,Capitale-Nationale,__Occupational medicine,28,1,4,"757,065"
90886,2020,Que.,Capitale-Nationale,__Respirology,30,4,32,"757,065"
90887,2020,Que.,Capitale-Nationale,__Rheumatology,31,2,15,"757,065"
90888,2020,Que.,Capitale-Nationale,_Medical genetics and genomics,32,0,2,"757,065"
90889,2020,Que.,Capitale-Nationale,_Neurology,33,4,29,"757,065"
90890,2020,Que.,Capitale-Nationale,__Electroencephalography,34,0,3,"757,065"
90891,2020,Que.,Capitale-Nationale,_Nuclear medicine,35,2,13,"757,065"
90892,2020,Que.,Capitale-Nationale,_Pediatrics,36,8,57,"757,065"
90893,2020,Que.,Capitale-Nationale,__Cardiology — Pediatrics,38,0,3,"757,065"
90894,2020,Que.,Capitale-Nationale,__Clinical immunology and allergy — Pediatrics,40,0,2,"757,065"
90895,2020,Que.,Capitale-Nationale,__Critical care medicine — Pediatrics,42,1,8,"757,065"
90896,2020,Que.,Capitale-Nationale,__Emergency medicine — Pediatrics,44,0,2,"757,065"
90897,2020,Que.,Capitale-Nationale,__Endocrinology and metabolism — Pediatrics,45,0,3,"757,065"
90898,2020,Que.,Capitale-Nationale,__Gastroenterology — Pediatrics,46,0,3,"757,065"
90899,2020,Que.,Capitale-Nationale,__Hematology/oncology — Pediatrics,47,0,3,"757,065"
90900,2020,Que.,Capitale-Nationale,__Infectious diseases — Pediatrics,48,0,3,"757,065"
90901,2020,Que.,Capitale-Nationale,__Nephrology — Pediatrics,50,0,1,"757,065"
90902,2020,Que.,Capitale-Nationale,__Respirology — Pediatrics,51,1,4,"757,065"
90903,2020,Que.,Capitale-Nationale,__Rheumatology — Pediatrics,52,0,2,"757,065"
90904,2020,Que.,Capitale-Nationale,_Physical medicine and rehabilitation,53,3,20,"757,065"
90905,2020,Que.,Capitale-Nationale,_Psychiatry,54,22,166,"757,065"
90906,2020,Que.,Capitale-Nationale,_Public health and preventive medicine,57,5,40,"757,065"
90907,2020,Que.,Capitale-Nationale,_Radiation oncology,58,3,19,"757,065"
90908,2020,Que.,Capitale-Nationale,Laboratory specialists,59,11,85,"757,065"
90909,2020,Que.,Capitale-Nationale,_Anatomical pathology,60,6,42,"757,065"
90910,2020,Que.,Capitale-Nationale,_General pathology,61,0,1,"757,065"
90911,2020,Que.,Capitale-Nationale,_Medical biochemistry,64,2,14,"757,065"
90912,2020,Que.,Capitale-Nationale,_Medical microbiology,65,4,28,"757,065"
90913,2020,Que.,Capitale-Nationale,Surgical specialists,67,42,319,"757,065"
90914,2020,Que.,Capitale-Nationale,_Cardiac surgery,68,2,17,"757,065"
90915,2020,Que.,Capitale-Nationale,_General surgery,69,6,48,"757,065"
90916,2020,Que.,Capitale-Nationale,__General surgical oncology,71,1,6,"757,065"
90917,2020,Que.,Capitale-Nationale,__Pediatric surgery,72,0,1,"757,065"
90918,2020,Que.,Capitale-Nationale,_Neurosurgery,73,2,17,"757,065"
90919,2020,Que.,Capitale-Nationale,_Obstetrics and gynecology,74,7,52,"757,065"
90920,2020,Que.,Capitale-Nationale,__Gynecological oncology,75,1,5,"757,065"
90921,2020,Que.,Capitale-Nationale,_Ophthalmology,77,6,47,"757,065"
90922,2020,Que.,Capitale-Nationale,_Orthopedic surgery,78,6,48,"757,065"
90923,2020,Que.,Capitale-Nationale,_Otolaryngology — Head and neck surgery,79,4,30,"757,065"
90924,2020,Que.,Capitale-Nationale,_Plastic surgery,80,2,15,"757,065"
90925,2020,Que.,Capitale-Nationale,_Urology,81,3,24,"757,065"
90926,2020,Que.,Capitale-Nationale,_Vascular surgery,82,1,9,"757,065"
90927,2020,Que.,Capitale-Nationale,Medical scientists,83,0,1,"757,065"
92590,2020,Man.,Northern Health Region,All physicians,1,115,87,"75,876"
90929,2020,Que.,Mauricie et Centre-du-Québec,All specialists,2,93,489,"525,684"
90930,2020,Que.,Mauricie et Centre-du-Québec,Family medicine,3,124,654,"525,684"
90931,2020,Que.,Mauricie et Centre-du-Québec,__General practice,4,67,354,"525,684"
