X,Y,OBJECTID,index_,Name,source_facility_type,odhf_facility_type,provider,unit,Street,CSDname,Prov,postal_code,CSDuid,Pruid,latitude,longitude,LocationSource
-65.4915,48.0464400000001,409,7645,Gmf Baie-Des-Chaleurs (Clinique Médicale De Bonaventure),clinic or family medicine group,Ambulatory health care services,Province of Québec,,103 Rue Nicholas-Denys,Bonaventure,QC,G0C1E0,2405045,24,48.04644,-65.4915,Provided
-65.9781,48.1800500000001,410,7646,Gmf Baie-Des-Chaleurs (Clinique Médicale Phililppe Aubin De Maria),clinic or family medicine group,Ambulatory health care services,Province of Québec,,574 Boulevard Perron,Maria,QC,G0C1Y0,2406005,24,48.18005,-65.9781,Provided
-65.6935999999999,48.1054100000001,411,7647,Gmf Baie-Des-Chaleurs (Clsc De Caplan),clinic or family medicine group,Ambulatory health care services,Province of Québec,,96 Boulevard Perron Ouest,Caplan,QC,G0C1H0,2405060,24,48.10541,-65.6936,Provided
-65.2868999999999,48.02151,412,7648,Gmf Baie-Des-Chaleurs (Clsc De Paspébiac),clinic or family medicine group,Ambulatory health care services,Province of Québec,,273 Boulevard Gérard-D-Levesque Ouest,Paspébiac,QC,G0C2K0,2405032,24,48.02151,-65.2869,Provided
-66.9369,47.9780900000001,413,7649,Gmf Baie-Des-Chaleurs (Clsc Malauze : Site De Matapédia),clinic or family medicine group,Ambulatory health care services,Province of Québec,,14 Boulevard Perron Est,Matapédia,QC,G0J1V0,2406045,24,47.97809,-66.9369,Provided
-66.6931999999999,48.0195200000001,414,7650,Gmf Baie-Des-Chaleurs (Clsc Malauze : Site De Pointe-À-La-Croix),clinic or family medicine group,Ambulatory health care services,Province of Québec,,48 Boulevard Inter-Provincial,Pointe-à-la-Croix,QC,G0C1L0,2406030,24,48.01952,-66.6932,Provided
-66.2216,48.1100200000001,415,7651,Gmf Baie-Des-Chaleurs (Clsc Malauze : Site De Saint-Omer),clinic or family medicine group,Ambulatory health care services,Province of Québec,,107 Route 132 Ouest,Carleton-sur-Mer,QC,G0C2Z0,2406013,24,48.11002,-66.2216,Provided
-70.9934,46.27023,416,7652,Gmf Beauceville (Bureau Du Docteur Jean-Claude Nadeau),clinic or family medicine group,Ambulatory health care services,Province of Québec,, 106-A Avenue Commerciale,Tring-Jonction,QC,G0N1X0,2427060,24,46.27023,-70.9934,Provided
-70.7909999999999,46.2204800000001,417,7653,Gmf Beauceville (Coopérative De Santé Robert-Cliche - Beauceville),clinic or family medicine group,Ambulatory health care services,Province of Québec,,463 Boulevard Renault,Beauceville,QC,G5X1N5,2427028,24,46.22048,-70.791,Provided
-70.8742999999999,46.30337,418,7654,Gmf Beauceville (Coopérative De Santé Robert-Cliche - Saint-Joseph-De-Beauce),clinic or family medicine group,Ambulatory health care services,Province of Québec,,989 Rue Saint-Luc,Saint-Joseph-de-Beauce,QC,G0S2V0,2427043,24,46.30337,-70.8743,Provided
-72.9828469,45.1253378000001,419,7656,Gmf Bedford (Clsc Bedford),clinic or family medicine group,Ambulatory health care services,Province of Québec,,34 Rue Saint-Joseph,Bedford,QC,J0J1A0,2446035,24,45.1253378,-72.9828469,Provided
-70.95,46.7596,420,7658,Gmf Bellechasse (Clinique Médicale Saint-Charles),clinic or family medicine group,Ambulatory health care services,Province of Québec,,2604-c Avenue Royale,Saint-Charles-de-Bellechasse,QC,G0R2T0,2419097,24,46.7596,-70.95,Provided
-70.869,46.60096,421,7659,Gmf Bellechasse (Clinique Médicale Sainte-Claire),clinic or family medicine group,Ambulatory health care services,Province of Québec,,88 Boulevard Bégin,Sainte-Claire,QC,G0R2V0,2419055,24,46.60096,-70.869,Provided
-73.1994021,46.0900881000001,422,7661,Gmf Berthier - Saint-Jacques (Clinique De Médecine Familiale De Berthier),clinic or family medicine group,Ambulatory health care services,Province of Québec,,788 Avenue Gilles-Villeneuve,Berthierville,QC,J0K1A0,2452035,24,46.0900881,-73.1994021,Provided
-73.575836,45.9535720000001,423,7662,Gmf Berthier - Saint-Jacques (Clinique Médicale L'Acadie),clinic or family medicine group,Ambulatory health care services,Province of Québec,,11 Rue Marcel-Lépine,Saint-Jacques,QC,J0K2R0,2463013,24,45.953572,-73.575836,Provided
-73.7244909999999,45.563519,424,7663,Gmf Boulevard De L'Avenir (Clinique Médicale De L'Avenir),clinic or family medicine group,Ambulatory health care services,Province of Québec,,1150 Boulevard De L'Avenir,Laval,QC,H7N6L2,2465005,24,45.563519,-73.724491,Provided
-75.7141412999999,45.4267415000001,425,7664,Gmf Carrefour Santé (Centre Médical Du Portage),clinic or family medicine group,Ambulatory health care services,Province of Québec,,200 Promenade Du Portage,Gatineau,QC,J8X4B7,2481017,24,45.4267415,-75.7141413,Provided
-75.719703,45.426586,426,7665,Gmf Carrefour Santé (Clinique Médicale 119 Wellington),clinic or family medicine group,Ambulatory health care services,Province of Québec,,119 Rue Wellington,Gatineau,QC,J8X0B7,2481017,24,45.426586,-75.719703,Provided
-75.823509,45.396194,427,7666,Gmf Carrefour Santé (Clinique Médicale Du Carrefour Santé Aylmer),clinic or family medicine group,Ambulatory health care services,Province of Québec,,362 Chemin Daylmer,Gatineau,QC,J9H1A6,2481017,24,45.396194,-75.823509,Provided
-72.9212986599999,46.27726611,428,7668,Gmf Centre Médical Beauport (Centre Médical Beauport),clinic or family medicine group,Ambulatory health care services,Province of Québec,,737 Avenue Royale,Louiseville,QC,G1E1Z1,2451015,24,46.27726611,-72.92129866,Provided
-73.6581629999999,45.6109210000001,429,7670,Gmf Centre Médical Laval (Centre Médical Laval) (Super-Clinique),clinic or family medicine group,Ambulatory health care services,Province of Québec,,1110 Boulevard Vanier,Laval,QC,H7C2R8,2465005,24,45.610921,-73.658163,Provided
-71.268904,46.863659,430,7671,Gmf Charlesbourg (Centre Médical Cherbourg),clinic or family medicine group,Ambulatory health care services,Province of Québec,,8150 Boulevard Henri-Bourassa,Québec,QC,G1G4C9,2423027,24,46.863659,-71.268904,Provided
-71.2573419999999,46.8397000000001,431,7672,Gmf Charlesbourg (Médi-Clinique De La Capitale),clinic or family medicine group,Ambulatory health care services,Province of Québec,,4225 4E Avenue Ouest,Québec,QC,G1H6P3,2423027,24,46.8397,-71.257342,Provided
-70.2242879999999,47.690705,432,7673,Gmf Charlevoix-Est (Clinique De Médecine Familiale De Clermont),clinic or family medicine group,Ambulatory health care services,Province of Québec,,106 Boulevard Notre-Dame,Clermont,QC,G4A1G3,2415035,24,47.690705,-70.224288,Provided
-70.152367,47.6474680000001,433,7674,Gmf Charlevoix-Est (Clinique De Médecine Familiale De La Malbaie),clinic or family medicine group,Ambulatory health care services,Province of Québec,,515 Rue Saint-Étienne,La Malbaie,QC,G5A1W7,2415013,24,47.647468,-70.152367,Provided
-70.152098,47.6473350000001,434,7675,Gmf Charlevoix-Est (Clinique Médicale Baril-Sauvé),clinic or family medicine group,Ambulatory health care services,Province of Québec,,30 Boulevard Kane,La Malbaie,QC,G5A1J2,2415013,24,47.647335,-70.152098,Provided
-70.518649,47.4479650000001,435,7676,Gmf Charlevoix-Ouest (Centre Médical Fafard Eng.),clinic or family medicine group,Ambulatory health care services,Province of Québec,,975 Boulevard Monseigneur-De Laval,Baie-Saint-Paul,QC,G3Z2W3,2416013,24,47.447965,-70.518649,Provided
-70.6732,46.11805,436,7678,Gmf Chaudiere-Ouest (Clinique Médicale Chaudière),clinic or family medicine group,Ambulatory health care services,Province of Québec,,102 18E Rue,Saint-Georges,QC,G5Y4T9,2429073,24,46.11805,-70.6732,Provided
-70.5223999999999,46.0584200000001,437,7679,Gmf Chaudière-Ouest (Clinique Médicale Saint-Côme),clinic or family medicine group,Ambulatory health care services,Province of Québec,,1364 Rue Principale,Saint-Côme--Linière,QC,G0M1J0,2429057,24,46.05842,-70.5224,Provided
-71.2626,46.73166,438,7680,Gmf Clinique Des Ponts (Clinique Des Ponts),clinic or family medicine group,Ambulatory health care services,Province of Québec,,1190-a Rue De Courchevel,Lévis,QC,G6W0M5,2425213,24,46.73166,-71.2626,Provided
-73.417795,46.0532180000001,439,7681,Gmf Clinique Familiale Des Prairies,clinic or family medicine group,Ambulatory health care services,Province of Québec,,449 Route 131,Notre-Dame-des-Prairies,QC,J6E0M1,2461030,24,46.053218,-73.417795,Provided
-73.606174,45.746743,440,7682,Gmf Clinique Médicale Mascouche,clinic or family medicine group,Ambulatory health care services,Province of Québec,,1025 Montée Masson,Mascouche,QC,J7K2L9,2464015,24,45.746743,-73.606174,Provided
-70.9868999999999,46.6400100000001,441,7683,Gmf Clinique Médicale Saint-Anselme (Clinique Médicale Saint-Anselme),clinic or family medicine group,Ambulatory health care services,Province of Québec,,9 Rue Gilles-Audet,Saint-Anselme,QC,G0R2N0,2419062,24,46.64001,-70.9869,Provided
-73.595177,45.6727330000001,442,7684,Gmf Clinique Médicale Saint-François,clinic or family medicine group,Ambulatory health care services,Province of Québec,,8048 Avenue Marcel-Villeneuve,Laval,QC,H7A4H5,2465005,24,45.672733,-73.595177,Provided
-71.3137,46.6534,443,7685,Gmf Clinique Médicale Saint-Étienne (Gmf Clinique Médicale Saint-Étienne),clinic or family medicine group,Ambulatory health care services,Province of Québec,,3010 Route Lagueux,Lévis,QC,G6J1T5,2425213,24,46.6534,-71.3137,Provided
-73.726104,45.5370720000001,444,7687,Gmf Clinique Santé 440 (Clinique Médicale Bellerive),clinic or family medicine group,Ambulatory health care services,Province of Québec,,1 Place De La Belle-Rive,Laval,QC,H7V1B1,2465005,24,45.537072,-73.726104,Provided
-73.79372,45.5580870000001,445,7688,Gmf Clinique Santé 440 (Clinique Santé 440),clinic or family medicine group,Ambulatory health care services,Province of Québec,,4650 Autoroute 440 Desserte Sud,Laval,QC,H7T2Z8,2465005,24,45.558087,-73.79372,Provided
-73.758933,45.5504000000001,446,7689,Gmf Clinique Santé 440 (Docteure Salpi Hagopian Et Megerditch Tarakdjian),clinic or family medicine group,Ambulatory health care services,Province of Québec,,1600 Boulevard Curé-Labelle Chomedey,Laval,QC,H7V2W2,2465005,24,45.5504,-73.758933,Provided
-73.6816439999999,45.577728,447,7690,Gmf Concorde (Super-Clinique) (Polyclinique Médicale De La Concorde),clinic or family medicine group,Ambulatory health care services,Province of Québec,,300 Boulevard De La Concorde Est,Laval,QC,H7G2E6,2465005,24,45.577728,-73.681644,Provided
-71.178617,48.419928,448,7691,Gmf Cyriac (Clinique Familiale D'Arvida),clinic or family medicine group,Ambulatory health care services,Province of Québec,,2075 Boulevard Mellon,Saguenay,QC,G7S5Z8,2494068,24,48.419928,-71.178617,Provided
-71.241323,48.423485,449,7692,Gmf Cyriac (Clinique Médicale De La Cité),clinic or family medicine group,Ambulatory health care services,Province of Québec,,3801 Rue De Montcalm,Saguenay,QC,G7X1W1,2494068,24,48.423485,-71.241323,Provided
-71.186859,48.4122340000001,450,7693,Gmf Cyriac (Clinique Médicale Du Docteur Donald Boulianne),clinic or family medicine group,Ambulatory health care services,Province of Québec,,2245 Rue De Liri,Saguenay,QC,G7S1G1,2494068,24,48.412234,-71.186859,Provided
-71.181115,48.422673,451,7694,Gmf Cyriac (Clinique Médicale Mellon),clinic or family medicine group,Ambulatory health care services,Province of Québec,,2075 Boulevard Mellon,Saguenay,QC,G7S5Z8,2494068,24,48.422673,-71.181115,Provided
-71.233457,48.412376,452,7695,Gmf Cyriac (Clinique Médicale Place Des Chemins),clinic or family medicine group,Ambulatory health care services,Province of Québec,,2231 Rue De L'Hôpital,Saguenay,QC,G7X9Y4,2494068,24,48.412376,-71.233457,Provided
-71.237721,48.4118690000001,453,7696,Gmf Cyriac (Clsc Jonquière),clinic or family medicine group,Ambulatory health care services,Province of Québec,,3667 Boulevard Harvey,Saguenay,QC,G7X3A9,2494068,24,48.411869,-71.237721,Provided
-75.8336899999999,45.395383,454,7697,Gmf D'Aylmer (Clinique Médicale Du Vieux Aylmer),clinic or family medicine group,Ambulatory health care services,Province of Québec,,204 Chemin Daylmer,Gatineau,QC,J9H1A1,2481017,24,45.395383,-75.83369,Provided
-75.8047529999999,45.385048,455,7698,Gmf D'Aylmer (Clinique Médicale Santé Équilibre),clinic or family medicine group,Ambulatory health care services,Province of Québec,,77 Chemin Vanier,Gatineau,QC,J9H1X4,2481017,24,45.385048,-75.804753,Provided
-75.835932,45.3993060000001,456,7699,Gmf D'Aylmer (Clsc De Gatineau - Leguerrier),clinic or family medicine group,Ambulatory health care services,Province of Québec,,425 Rue Leguerrier,Gatineau,QC,J9H6N8,2481017,24,45.399306,-75.835932,Provided
-75.598716,45.4882660000001,457,7700,Gmf De Gatineau (Centre De Médecine Familiale De Gatineau),clinic or family medicine group,Ambulatory health care services,Province of Québec,,908 Boulevard Maloney Est,Gatineau,QC,J8P1H5,2481017,24,45.488266,-75.598716,Provided
-75.7274669999999,45.429967,458,7701,Gmf De Hull (Clinique Médicale De L'Île),clinic or family medicine group,Ambulatory health care services,Province of Québec,,182 Rue Montcalm,Gatineau,QC,J8Y3B5,2481017,24,45.429967,-75.727467,Provided
-75.7394179999999,45.47412,459,7702,Gmf De Hull (Clinique Médicale Du Faubourg),clinic or family medicine group,Ambulatory health care services,Province of Québec,,1160 Boulevard Saint-Joseph,Gatineau,QC,J8Z1T3,2481017,24,45.47412,-75.739418,Provided
-73.45255,46.036188,460,7703,Gmf De Joliette (Clinique Familiale Brind'Amour),clinic or family medicine group,Ambulatory health care services,Province of Québec,,185 Rue Bernard,Saint-Charles-Borromée,QC,J6E2C4,2461035,24,46.036188,-73.45255,Provided
-73.452465,46.0366750000001,461,7704,Gmf De Joliette (Clinique Médicale Lanaudière),clinic or family medicine group,Ambulatory health care services,Province of Québec,,222 Rue Bernard,Saint-Charles-Borromée,QC,J6E2C5,2461035,24,46.036675,-73.452465,Provided
-71.248478,48.413434,462,7705,Gmf De Jonquiere (Clinique De Médecine Familiale De Jonquière),clinic or family medicine group,Ambulatory health care services,Province of Québec,,3835 Boulevard Harvey,Saguenay,QC,G7X2Z5,2494068,24,48.413434,-71.248478,Provided
-71.0522599999999,48.392629,463,7707,Gmf De Jonquière (Clinique Médicale Des Roitelets),clinic or family medicine group,Ambulatory health care services,Province of Québec,,1955 Rue Des Roitelets,Saguenay,QC,G7H0J1,2494068,24,48.392629,-71.05226,Provided
-70.0282257,47.3721256000001,464,7708,Gmf De Kamouraska (Clinique Médicale La Pocatière),clinic or family medicine group,Ambulatory health care services,Province of Québec,,1200 6E Avenue Pilote,La Pocatière,QC,G0R1Z0,2414085,24,47.3721256,-70.0282257,Provided
-69.8057505,47.5267671,465,7709,Gmf De Kamouraska (Clinique Médicale Saint-Pascal),clinic or family medicine group,Ambulatory health care services,Province of Québec,,565 Rue Taché,Saint-Pascal,QC,G0L3Y0,2414018,24,47.5267671,-69.8057505,Provided
-70.1725941,47.3108881,466,7710,Gmf De Kamouraska (Docteur Denis Pelletier),clinic or family medicine group,Ambulatory health care services,Province of Québec,,932 Route De La Seigneurie,Saint-Roch-des-Aulnaies,QC,G0R4E0,2417065,24,47.3108881,-70.1725941,Provided
-70.0498224,47.3611443,467,7711,Gmf De Kamouraska (Docteur Jean Hudon),clinic or family medicine group,Ambulatory health care services,Province of Québec,,209 Rue De La Montagne,La Pocatière,QC,G0R1Z0,2414085,24,47.3611443,-70.0498224,Provided
-73.4134769999999,45.8384570000001,468,7712,Gmf De L'Assomption (Clinique Médicale De L'Assomption),clinic or family medicine group,Ambulatory health care services,Province of Québec,,814 Boulevard De L'Ange-Gardien Nord,L'Assomption,QC,J5W1P6,2460028,24,45.838457,-73.413477,Provided
-68.5217352999999,48.4550376,469,7713,Gmf De L'Estuaire (Clsc Et Gmf-U De Rimouski),clinic or family medicine group,Ambulatory health care services,Province of Québec,,165 Rue Des Gouverneurs,Rimouski,QC,G5L7R2,2410043,24,48.4550376,-68.5217353,Provided
-75.730608,45.4398620000001,470,7714,Gmf De L'Outaouais (Clinique De Médecine Familiale De Hull),clinic or family medicine group,Ambulatory health care services,Province of Québec,,15 Boulevard Montclair,Gatineau,QC,J8Y2E2,2481017,24,45.439862,-75.730608,Provided
-75.754692,45.4501680000001,471,7715,Gmf De L'Outaouais (Clinique Médicale Cité-Des-Jeunes),clinic or family medicine group,Ambulatory health care services,Province of Québec,,214 Boulevard De La Cité-Des-Jeunes,Gatineau,QC,J8Y6S8,2481017,24,45.450168,-75.754692,Provided
-75.7307539999999,45.4398830000001,472,7716,Gmf De L'Outaouais (Médecine Familiale Montclair),clinic or family medicine group,Ambulatory health care services,Province of Québec,,15 Boulevard Montclair,Gatineau,QC,J8Y2E2,2481017,24,45.439883,-75.730754,Provided
-75.24399202,45.5994901700001,473,7717,Gmf De La Basse Lièvre (Clinique Médicale De Thurso),clinic or family medicine group,Ambulatory health care services,Province of Québec,,156 Rue Galipeau,Thurso,QC,J0X3B0,2480050,24,45.59949017,-75.24399202,Provided
-75.413443,45.583688,474,7719,Gmf De La Basse Lièvre (Coop Santé Buckingham),clinic or family medicine group,Ambulatory health care services,Province of Québec,,620 Avenue De Buckingham,Gatineau,QC,J8L2H5,2481017,24,45.583688,-75.413443,Provided
-75.41362079,45.5894805,475,7720,Gmf De La Basse Lièvre (Polyclinique Buckingham S.E.N.C.),clinic or family medicine group,Ambulatory health care services,Province of Québec,,147 Rue Joseph,Gatineau,QC,J8L1G3,2481017,24,45.5894805,-75.41362079,Provided
-70.6519,46.11125,476,7721,Gmf De La Clinique Familiale Saint-Georges-De-Beauce (Clinique Familiale Saint-Georges-De-Beauce),clinic or family medicine group,Ambulatory health care services,Province of Québec,,927 150E Rue,Saint-Georges,QC,G5Y0J1,2429073,24,46.11125,-70.6519,Provided
-70.6383999999999,45.85085,477,7722,Gmf De La Clinique Familiale Saint-Georges-De-Beauce (Clinique Médicale Saint-Gédéon-De-Beauce),clinic or family medicine group,Ambulatory health care services,Province of Québec,,188 2E Avenue Sud,Saint-Gédéon-de-Beauce,QC,G0M1T0,2429013,24,45.85085,-70.6384,Provided
-67.4310829999999,48.4651260000001,478,7723,Gmf De La Matapédia (Centre Médical De La Vallée),clinic or family medicine group,Ambulatory health care services,Province of Québec,,22 Rue Du Pont,Amqui,QC,G5J3T5,2407047,24,48.465126,-67.431083,Provided
-67.2244896,48.3551835000001,479,7724,Gmf De La Matapédia (Clinique Médicale De Causapscal),clinic or family medicine group,Ambulatory health care services,Province of Québec,,34 Rue St Jean-Baptiste,Causapscal,QC,G0J1J0,2407018,24,48.3551835,-67.2244896,Provided
-67.685412,48.5594310000001,480,7725,Gmf De La Matapédia (Clinique Médicale Sayabec),clinic or family medicine group,Ambulatory health care services,Province of Québec,,99-a Rue De L'Église,Sayabec,QC,G0J3K0,2407085,24,48.559431,-67.685412,Provided
-63.604726,50.2376600000001,481,7726,Gmf De La Minganie (Centre Multiservices De Santé Et De Services Sociaux De La Minganie),clinic or family medicine group,Ambulatory health care services,Province of Québec,,1035 Promenade Des Anciens,Havre-Saint-Pierre,QC,G0G1P0,2498040,24,50.23766,-63.604726,Provided
-68.1978217,48.5872455000001,482,7727,Gmf De La Mitis (Clinique Médicale De Mont-Joli),clinic or family medicine group,Ambulatory health care services,Province of Québec,,1385 Boulevard Benoît-Gaboury,Mont-Joli,QC,G5H4B1,2409077,24,48.5872455,-68.1978217,Provided
-68.215773,48.571965,483,7728,Gmf De La Mitis (Clsc De La Mitis),clinic or family medicine group,Ambulatory health care services,Province of Québec,,800 Avenue Du Sanatorium,Mont-Joli,QC,G5H3L6,2409077,24,48.571965,-68.215773,Provided
-71.6306999999999,46.5400300000001,484,7729,Gmf De Laurier-Station (Centre De Santé Arthur-Caux),clinic or family medicine group,Ambulatory health care services,Province of Québec,,135 Rue De La Station,Laurier-Station,QC,G0S1N0,2433060,24,46.54003,-71.6307,Provided
-71.415,46.3877800000001,485,7730,Gmf De Laurier-Station (Clinique Médicale Sainte-Agathe),clinic or family medicine group,Ambulatory health care services,Province of Québec,,2441 Rue Saint-Georges,Sainte-Agathe-de-Lotbinière,QC,G0S2A0,2433017,24,46.38778,-71.415,Provided
-71.1623,46.8079800000001,486,7731,Gmf De Lévis (Centre Médical Lévis-Lauzon),clinic or family medicine group,Ambulatory health care services,Province of Québec,,6750 Boulevard Guillaume-Couture,Lévis,QC,G6V9H4,2425213,24,46.80798,-71.1623,Provided
-73.6082069999999,45.743836,487,7732,Gmf De Mascouche (Médi-Centre Mascouche),clinic or family medicine group,Ambulatory health care services,Province of Québec,,880 Montée Masson,Mascouche,QC,J7K2L7,2464015,24,45.743836,-73.608207,Provided
-67.512502,48.85252,488,7733,Gmf De Matane (Clinique Médicale De Matane),clinic or family medicine group,Ambulatory health care services,Province of Québec,,548 Avenue Du Phare Est,Matane,QC,G4W1A7,2408053,24,48.85252,-67.512502,Provided
-67.5228059999999,48.8477120000001,489,7734,Gmf De Matane (Clinique Médicale Saint-Rédempteur),clinic or family medicine group,Ambulatory health care services,Province of Québec,,226 Rue Thibault,Matane,QC,G4W2V9,2408053,24,48.847712,-67.522806,Provided
-67.8937986999999,48.7210863000001,490,7735,Gmf De Matane (Clsc De Matane ( Baie-Des-Sables)),clinic or family medicine group,Ambulatory health care services,Province of Québec,,20 Rue Du Couvent,Baie-des-Sables,QC,G0J1C0,2408080,24,48.7210863,-67.8937987,Provided
-70.5647,46.9813300000001,491,7736,Gmf De Montmagny (Clinique Médicale De Montmagny),clinic or family medicine group,Ambulatory health care services,Province of Québec,,5 Boulevard Taché Ouest,Montmagny,QC,G5V2Z9,2418050,24,46.98133,-70.5647,Provided
-70.7154,46.8862500000001,492,7737,Gmf De Montmagny (Clinique Médicale Docteur Simon Morin),clinic or family medicine group,Ambulatory health care services,Province of Québec,,534 Chemin Saint-François Ouest,Saint-François-de-la-Rivière-du-Sud,QC,G0R3A0,2418060,24,46.88625,-70.7154,Provided
-70.4589,47.0374800000001,493,7738,Gmf De Montmagny (Clinique Médicale Du Cap Saint-Ignace),clinic or family medicine group,Ambulatory health care services,Province of Québec,,40 Chemin Des Pionniers Est,Cap-Saint-Ignace,QC,G0R1H0,2418045,24,47.03748,-70.4589,Provided
-70.5676999999999,46.9805400000001,494,7739,Gmf De Montmagny (Clinique Médico-Dentaire De Montmagny),clinic or family medicine group,Ambulatory health care services,Province of Québec,,63 Boulevard Taché Ouest,Montmagny,QC,G5V3A3,2418050,24,46.98054,-70.5677,Provided
-69.7832999999999,46.96074,495,7741,Gmf De Montmagny (Clsc De Saint-Pamphile),clinic or family medicine group,Ambulatory health care services,Province of Québec,,103 Rue Du Foyer Nord,Saint-Pamphile,QC,G0R3X0,2417010,24,46.96074,-69.7833,Provided
-70.2578,47.20845,496,7742,Gmf De Montmagny (Clsc Et Chsld De Saint-Jean-Port-Joli),clinic or family medicine group,Ambulatory health care services,Province of Québec,,430 Rue Jean-Leclerc,Saint-Jean-Port-Joli,QC,G0R3G0,2417070,24,47.20845,-70.2578,Provided
-71.0742,46.70408,497,7743,Gmf De Saint-Henri (Clinique Médicale Saint-Henri),clinic or family medicine group,Ambulatory health care services,Province of Québec,,2725 Route Du Président-Kennedy,Saint-Henri,QC,G0R3E0,2419068,24,46.70408,-71.0742,Provided
-71.2807999999999,46.10632,498,7744,Gmf De Thetford (Clinique Médicale Kingsville),clinic or family medicine group,Ambulatory health care services,Province of Québec,,1351 Rue Notre-Dame Est,Thetford Mines,QC,G6G0G5,2431084,24,46.10632,-71.2808,Provided
-75.688732,45.4938460000001,499,7745,Gmf De Touraine (Clinique Médicale Touraine),clinic or family medicine group,Ambulatory health care services,Province of Québec,,520 Boulevard De L'Hôpital,Gatineau,QC,J8V2P5,2481017,24,45.493846,-75.688732,Provided
-68.879645,47.683652,500,7746,Gmf De Témiscouata (Clinique Médicale Cabano),clinic or family medicine group,Ambulatory health care services,Province of Québec,,825 Rue Commerciale Nord,Témiscouata-sur-le-Lac,QC,G0L1E0,2413073,24,47.683652,-68.879645,Provided
-68.7203279999999,47.881742,501,7747,Gmf De Témiscouata (Clinique Médicale De Squatec),clinic or family medicine group,Ambulatory health care services,Province of Québec,,149 Rue Saint-Joseph,Saint-Michel-du-Squatec,QC,G0L4H0,2413065,24,47.881742,-68.720328,Provided
-68.6761959999999,47.9889450000001,502,7748,Gmf De Témiscouata (Clinique Médicale Lac-Des-Aigles),clinic or family medicine group,Ambulatory health care services,Province of Québec,,74 Rue Principale,Lac-des-Aigles,QC,G0K1V0,2413060,24,47.988945,-68.676196,Provided
-68.799209,47.613636,503,7749,Gmf De Témiscouata (Clinique Médicale Linda Landry),clinic or family medicine group,Ambulatory health care services,Province of Québec,,2387 Rue Commerciale Sud,Témiscouata-sur-le-Lac,QC,G0L1X0,2413073,24,47.613636,-68.799209,Provided
-68.8867079999999,47.679629,504,7750,Gmf De Témiscouata (Clsc De Cabano),clinic or family medicine group,Ambulatory health care services,Province of Québec,,33 Rue Saint-Laurent,Témiscouata-sur-le-Lac,QC,G0L1E0,2413073,24,47.679629,-68.886708,Provided
-68.6424519999999,47.548187,505,7751,Gmf De Témiscouata (Clsc De Dégelis),clinic or family medicine group,Ambulatory health care services,Province of Québec,,103 7E Rue Est,Dégelis,QC,G5T1Y6,2413005,24,47.548187,-68.642452,Provided
-68.6767419999999,47.9883580000001,506,7752,Gmf De Témiscouata (Clsc De Lac-Des-Aigles),clinic or family medicine group,Ambulatory health care services,Province of Québec,,69 Rue Principale,Lac-des-Aigles,QC,G0K1V0,2413060,24,47.988358,-68.676742,Provided
-69.0389299999999,47.4318940000001,507,7753,Gmf De Témiscouata (Clsc De Rivière-Bleue),clinic or family medicine group,Ambulatory health care services,Province of Québec,,45 Rue Du Foyer Sud,Rivière-Bleue,QC,G0L2B0,2413025,24,47.431894,-69.03893,Provided
-68.798841,47.6118880000001,508,7754,Gmf De Témiscouata (Hôpital De Notre-Dame-Du-Lac),clinic or family medicine group,Ambulatory health care services,Province of Québec,,58 Rue De L'Église,Témiscouata-sur-le-Lac,QC,G0L1X0,2413073,24,47.611888,-68.798841,Provided
-75.9300598999999,45.6378681,509,7755,Gmf De Wakefield (Centre De Médecine Familiale De Wakefield),clinic or family medicine group,Ambulatory health care services,Province of Québec,,777 Chemin Riverside,La Pêche,QC,J0X3G0,2482035,24,45.6378681,-75.9300599,Provided
-75.619205,45.5850150000001,510,7756,Gmf De Wakefield (Clsc De Val-Des-Monts),clinic or family medicine group,Ambulatory health care services,Province of Québec,,1884 Route Du Carrefour,Val-des-Monts,QC,J8N7N5,2482015,24,45.585015,-75.619205,Provided
-70.9931,46.27027,511,7757,Gmf Des Abénakis (Bureau Du Docteur Pierre Roy),clinic or family medicine group,Ambulatory health care services,Province of Québec,,106-b Avenue Commerciale,Tring-Jonction,QC,G0N1X0,2427060,24,46.27027,-70.9931,Provided
-70.4808,46.21349,512,7758,Gmf Des Abénakis (Clinique Médicale De Saint-Prosper),clinic or family medicine group,Ambulatory health care services,Province of Québec,,2475 28E Rue,Saint-Prosper,QC,G0M1Y0,2428020,24,46.21349,-70.4808,Provided
-70.3665999999999,46.12911,513,7759,Gmf Des Abénakis (Clinique Médicale De Saint-Zacharie),clinic or family medicine group,Ambulatory health care services,Province of Québec,,528 15E Avenue,Saint-Zacharie,QC,G0M2C0,2428005,24,46.12911,-70.3666,Provided
-70.7003999999999,46.1324900000001,514,7760,Gmf Des Abénakis (Clinique Médicale Du Carrefour),clinic or family medicine group,Ambulatory health care services,Province of Québec,,8468 Boulevard Lacroix,Saint-Georges,QC,G5Y2B5,2429073,24,46.13249,-70.7004,Provided
-73.4681899999999,45.753293,515,7761,Gmf Des Affluents,clinic or family medicine group,Ambulatory health care services,Province of Québec,,333 Boulevard Brien,Repentigny,QC,J5Z2J1,2460013,24,45.753293,-73.46819,Provided
